ID,Player,Hero,Kills,Deaths,Assists,LastHits,GPM,XPM,Match,Side,Winner,ELO
7185,Biryu,witch_doctor,3,3,9,52,304,323,2111816681,Radiant,RADIANT,29.25
7186,Brax,dark_seer,1,2,1,243,408,391,2111816681,Dire,RADIANT,-29.25
7187,MSS,tiny,3,4,5,274,471,391,2111816681,Dire,RADIANT,-29.25
7188,CCC,obsidian_destroyer,1,6,1,216,372,386,2111816681,Dire,RADIANT,-29.25
7189,SVG,winter_wyvern,3,3,4,93,260,235,2111816681,Dire,RADIANT,-29.25
7190,StanKing,wisp,0,5,5,17,150,202,2111816681,Dire,RADIANT,-29.25
7191,The Big Bad Bir,ancient_apparition,3,4,3,36,229,189,2111759221,Radiant,DIRE,-13.54
7192,Shiibbyy,zuus,4,3,6,186,423,380,2111759221,Radiant,DIRE,-13.54
7193,bcp.Newsham,earth_spirit,2,6,5,45,229,224,2111759221,Radiant,DIRE,-13.54
7194,xxdragondevoure,lycan,4,4,7,194,438,435,2111759221,Radiant,DIRE,-13.54
7195,Jenkins,furion,1,7,6,220,480,496,2111759221,Radiant,DIRE,-13.54
7196,BuLba,faceless_void,2,1,12,142,405,480,2111759221,Dire,DIRE,13.54
7197,TC,viper,5,2,11,182,463,522,2111759221,Dire,DIRE,13.54
7198,Aui_2000,chen,5,3,6,225,474,286,2111759221,Dire,DIRE,13.54
7199,Biryu,witch_doctor,2,8,11,40,261,293,2111759221,Dire,DIRE,13.54
7200,YawaR,antimage,10,1,8,494,853,851,2111759221,Dire,DIRE,13.54
7201,ZTOKCOPPER,night_stalker,2,7,7,46,280,293,2111659733,Radiant,DIRE,-28.47
7202,uG.Greedy 2,invoker,7,3,4,132,532,466,2111659733,Radiant,DIRE,-28.47
7203,Kotaru,death_prophet,3,6,6,135,446,452,2111659733,Radiant,DIRE,-28.47
7204,stingeR,faceless_void,2,5,3,85,354,360,2111659733,Radiant,DIRE,-28.47
7205,Accel,dazzle,0,5,4,20,239,231,2111659733,Radiant,DIRE,-28.47
7206,mistico,earthshaker,7,3,8,15,373,254,2111659733,Dire,DIRE,28.47
7207,Smash,beastmaster,6,1,6,150,630,673,2111659733,Dire,DIRE,28.47
7208,Masoku,mirana,3,3,10,27,371,237,2111659733,Dire,DIRE,28.47
7209,vanN,nevermore,4,2,6,214,720,595,2111659733,Dire,DIRE,28.47
7210,Iwo,vengefulspirit,5,6,7,78,456,377,2111659733,Dire,DIRE,28.47
7211,Amoment,wisp,2,7,14,37,200,213,2111546317,Radiant,DIRE,-16.46
7212,echt geil,bane,5,8,7,17,215,189,2111546317,Radiant,DIRE,-16.46
7213,Kenneth 2,dark_seer,3,4,8,273,403,392,2111546317,Radiant,DIRE,-16.46
7214,garter,morphling,3,2,8,325,484,508,2111546317,Radiant,DIRE,-16.46
7215,Attacker,tiny,4,8,8,378,506,494,2111546317,Radiant,DIRE,-16.46
7216,ArsZeeqq 2,vengefulspirit,3,4,13,44,291,304,2111546317,Dire,DIRE,16.46
7217,BzzIsPerfect,death_prophet,5,4,13,255,527,598,2111546317,Dire,DIRE,16.46
7218,yol,earth_spirit,5,6,13,28,280,274,2111546317,Dire,DIRE,16.46
7219,Sedoy,juggernaut,11,1,8,428,748,788,2111546317,Dire,DIRE,16.46
7220,Ghostik,broodmother,4,4,8,289,540,518,2111546317,Dire,DIRE,16.46
7221,Milan,omniknight,0,6,8,73,266,361,2111482275,Radiant,DIRE,-62.67
7222,Okay,obsidian_destroyer,8,5,5,292,502,523,2111482275,Radiant,DIRE,-62.67
7223,zeroji,bane,0,13,7,24,180,216,2111482275,Radiant,DIRE,-62.67
7224,lord of the 4ks,batrider,6,6,7,103,281,293,2111482275,Radiant,DIRE,-62.67
7225,Mitch,gyrocopter,6,7,6,301,499,477,2111482275,Radiant,DIRE,-62.67
7226,Lecat,rubick,5,4,13,71,357,423,2111482275,Dire,DIRE,62.67
7227,SteffStyle,nyx_assassin,2,6,16,26,316,409,2111482275,Dire,DIRE,62.67
7228,okye,legion_commander,6,6,13,198,442,494,2111482275,Dire,DIRE,62.67
7229,Banlisted,juggernaut,10,2,14,307,614,599,2111482275,Dire,DIRE,62.67
7230,eskillz,invoker,13,2,14,269,618,559,2111482275,Dire,DIRE,62.67
7231,Buugi,shadow_shaman,1,10,14,108,285,246,2111250398,Radiant,DIRE,-21.11
7232,Vaalix,bane,2,7,12,33,216,203,2111250398,Radiant,DIRE,-21.11
7233,mlwhisper,gyrocopter,7,8,13,349,509,491,2111250398,Radiant,DIRE,-21.11
7234,nemphy,invoker,11,6,10,265,499,503,2111250398,Radiant,DIRE,-21.11
7235,Trixi,sand_king,5,10,17,210,404,457,2111250398,Radiant,DIRE,-21.11
7236,ArsZeeqq 2,oracle,6,5,14,93,350,373,2111250398,Dire,DIRE,21.11
7237,BzzIsPerfect,obsidian_destroyer,18,4,8,310,608,631,2111250398,Dire,DIRE,21.11
7238,yol,earth_spirit,1,9,21,71,308,400,2111250398,Dire,DIRE,21.11
7239,Sedoy,juggernaut,10,4,15,588,782,634,2111250398,Dire,DIRE,21.11
7240,Ghostik,tusk,4,5,18,120,349,444,2111250398,Dire,DIRE,21.11
7241,ArsZeeqq 2,oracle,7,2,3,19,300,218,2111152410,Radiant,RADIANT,26.67
7242,BzzIsPerfect,death_prophet,6,0,6,95,454,477,2111152410,Radiant,RADIANT,26.67
7243,yol,witch_doctor,0,0,6,24,237,251,2111152410,Radiant,RADIANT,26.67
7244,Sedoy,phantom_assassin,5,0,6,145,570,389,2111152410,Radiant,RADIANT,26.67
7245,Ghostik,spirit_breaker,1,2,10,34,261,279,2111152410,Radiant,RADIANT,26.67
7246,Buugi,silencer,1,2,1,14,175,203,2111152410,Dire,RADIANT,-26.67
7247,Vaalix,undying,0,5,1,5,138,111,2111152410,Dire,RADIANT,-26.67
7248,mlwhisper,sven,1,1,1,157,465,407,2111152410,Dire,RADIANT,-26.67
7249,nemphy,invoker,2,3,0,100,405,379,2111152410,Dire,RADIANT,-26.67
7250,Trixi,jakiro,0,8,1,51,231,192,2111152410,Dire,RADIANT,-26.67
7251,Resolut1on,zuus,6,1,5,116,519,498,2111007976,Radiant,RADIANT,6.11
7252,XBOCT,enchantress,8,0,4,95,491,401,2111007976,Radiant,RADIANT,6.11
7253,nofear 2,earth_spirit,1,4,9,12,293,231,2111007976,Radiant,RADIANT,6.11
7254,ALOHADANCE,medusa,3,1,6,184,671,615,2111007976,Radiant,RADIANT,6.11
7255,Funn1k,vengefulspirit,0,3,9,18,257,238,2111007976,Radiant,RADIANT,6.11
7256,sQreen,chen,1,2,0,57,203,132,2111007976,Dire,RADIANT,-6.11
7257,barash,pugna,1,3,4,86,318,335,2111007976,Dire,RADIANT,-6.11
7258,Miposhka,life_stealer,3,3,1,51,265,265,2111007976,Dire,RADIANT,-6.11
7259,KaHT,shadow_shaman,0,5,2,23,180,183,2111007976,Dire,RADIANT,-6.11
7260,zxc,luna,2,5,1,69,310,343,2111007976,Dire,RADIANT,-6.11
7261,Simbaaa,vengefulspirit,3,1,2,37,424,287,2110775831,Radiant,RADIANT,21.88
7262,Cr1t,rubick,2,1,11,11,375,241,2110775831,Radiant,RADIANT,21.88
7263,Miracle 2,invoker,7,0,8,99,707,436,2110775831,Radiant,RADIANT,21.88
7264,MoonMeander,spirit_breaker,0,2,8,11,330,217,2110775831,Radiant,RADIANT,21.88
7265,N0tail,drow_ranger,2,0,6,69,512,354,2110775831,Radiant,RADIANT,21.88
7266,Puppey,witch_doctor,1,2,1,22,166,189,2110775831,Dire,RADIANT,-21.88
7267,MiSeRY,faceless_void,0,4,0,41,206,203,2110775831,Dire,RADIANT,-21.88
7268,Eternal Envy,morphling,3,1,1,81,417,388,2110775831,Dire,RADIANT,-21.88
7269,w33,death_prophet,0,7,3,50,252,244,2110775831,Dire,RADIANT,-21.88
7270,PieLieDie,bounty_hunter,0,2,3,5,172,165,2110775831,Dire,RADIANT,-21.88
7271,kimoTnC,vengefulspirit,1,10,9,51,218,274,2110713594,Radiant,DIRE,-19.83
7272,...     6,sven,5,10,8,351,572,667,2110713594,Radiant,DIRE,-19.83
7273,Xctn.Rr,enigma,3,6,5,228,378,353,2110713594,Radiant,DIRE,-19.83
7274,Abed,death_prophet,9,6,5,283,534,633,2110713594,Radiant,DIRE,-19.83
7275,Levi 2,tusk,1,6,12,97,273,283,2110713594,Radiant,DIRE,-19.83
7276,eyyou,chen,7,3,22,189,450,481,2110713594,Dire,DIRE,19.83
7277,Teehee,obsidian_destroyer,7,3,9,223,489,523,2110713594,Dire,DIRE,19.83
7278,CnS.poloismynam,gyrocopter,10,4,22,273,584,624,2110713594,Dire,DIRE,19.83
7279,SeobAby,witch_doctor,5,4,18,49,327,403,2110713594,Dire,DIRE,19.83
7280,Sam H,queenofpain,7,5,14,164,465,603,2110713594,Dire,DIRE,19.83
7281,Simbaaa,dazzle,0,5,6,59,230,293,2110583807,Radiant,RADIANT,27.84
7282,Cr1t,earth_spirit,5,6,10,54,265,337,2110583807,Radiant,RADIANT,27.84
7283,Miracle 2,antimage,13,0,7,634,902,723,2110583807,Radiant,RADIANT,27.84
7284,MoonMeander,earthshaker,0,3,12,120,273,336,2110583807,Radiant,RADIANT,27.84
7285,N0tail,death_prophet,6,2,12,242,463,518,2110583807,Radiant,RADIANT,27.84
7286,Puppey,lich,0,6,6,47,203,232,2110583807,Dire,RADIANT,-27.84
7287,MiSeRY,dark_seer,3,3,4,237,378,323,2110583807,Dire,RADIANT,-27.84
7288,Eternal Envy,skeleton_king,2,5,7,245,401,413,2110583807,Dire,RADIANT,-27.84
7289,w33,invoker,10,4,3,314,551,515,2110583807,Dire,RADIANT,-27.84
7290,PieLieDie,vengefulspirit,1,6,3,64,206,214,2110583807,Dire,RADIANT,-27.84
7291,QO,obsidian_destroyer,12,4,10,95,585,451,2110573698,Radiant,RADIANT,17.23
7292,Febby,bounty_hunter,2,3,18,11,565,432,2110573698,Radiant,RADIANT,17.23
7293,FoREv,tidehunter,7,1,14,91,539,585,2110573698,Radiant,RADIANT,17.23
7294,MP,weaver,14,1,6,103,637,631,2110573698,Radiant,RADIANT,17.23
7295,MVP DuBu,witch_doctor,2,3,18,24,323,285,2110573698,Radiant,RADIANT,17.23
7296,MyPro,slardar,2,9,3,46,248,234,2110573698,Dire,RADIANT,-17.23
7297,Mikasa<U+65E0><U+529B>,nyx_assassin,1,7,3,13,201,209,2110573698,Dire,RADIANT,-17.23
7298,sD,bane,3,9,4,10,315,272,2110573698,Dire,RADIANT,-17.23
7299,JAl3z,lone_druid,1,5,2,99,391,437,2110573698,Dire,RADIANT,-17.23
7300,LaKelz,razor,5,7,5,80,395,384,2110573698,Dire,RADIANT,-17.23
7301,ppd,chen,1,6,4,66,220,173,2110484192,Radiant,DIRE,-49.6
7302,Sumail,tiny,0,7,4,98,288,279,2110484192,Radiant,DIRE,-49.6
7303,Universe,dark_seer,7,2,2,150,432,419,2110484192,Radiant,DIRE,-49.6
7304,Fear,night_stalker,3,9,4,40,224,207,2110484192,Radiant,DIRE,-49.6
7305,Arteezy,sven,1,3,5,148,407,425,2110484192,Radiant,DIRE,-49.6
7306,eLeVeN,tidehunter,1,5,12,105,398,416,2110484192,Dire,DIRE,49.6
7307,LaNm,disruptor,6,1,14,18,312,316,2110484192,Dire,DIRE,49.6
7308,Cty,morphling,8,1,8,177,572,582,2110484192,Dire,DIRE,49.6
7309,old chicken,death_prophet,8,2,11,116,478,389,2110484192,Dire,DIRE,49.6
7310,kaka,earth_spirit,3,3,18,21,293,299,2110484192,Dire,DIRE,49.6
7311,ppd,crystal_maiden,1,9,24,54,308,308,2110347651,Radiant,RADIANT,69.29
7312,Sumail,lina,15,5,13,176,554,559,2110347651,Radiant,RADIANT,69.29
7313,Universe,night_stalker,9,6,17,92,433,451,2110347651,Radiant,RADIANT,69.29
7314,Fear,earth_spirit,5,6,26,19,336,309,2110347651,Radiant,RADIANT,69.29
7315,Arteezy,morphling,12,2,18,236,604,678,2110347651,Radiant,RADIANT,69.29
7316,eLeVeN,batrider,10,10,9,112,435,466,2110347651,Dire,RADIANT,-69.29
7317,LaNm,chen,4,9,14,43,299,199,2110347651,Dire,RADIANT,-69.29
7318,Cty,drow_ranger,6,8,5,163,518,481,2110347651,Dire,RADIANT,-69.29
7319,old chicken,viper,5,7,17,156,459,415,2110347651,Dire,RADIANT,-69.29
7320,kaka,witch_doctor,3,8,11,37,297,301,2110347651,Dire,RADIANT,-69.29
7321,ppd,vengefulspirit,0,4,6,6,196,145,2110262306,Radiant,DIRE,-41.74
7322,Sumail,invoker,3,3,2,67,334,347,2110262306,Radiant,DIRE,-41.74
7323,Universe,dark_seer,1,1,2,64,296,281,2110262306,Radiant,DIRE,-41.74
7324,Fear,tusk,1,4,3,13,189,157,2110262306,Radiant,DIRE,-41.74
7325,Arteezy,terrorblade,1,4,2,87,339,309,2110262306,Radiant,DIRE,-41.74
7326,eLeVeN,faceless_void,4,1,6,81,477,460,2110262306,Dire,DIRE,41.74
7327,LaNm,earthshaker,2,1,9,26,306,257,2110262306,Dire,DIRE,41.74
7328,Cty,morphling,1,1,3,137,559,524,2110262306,Dire,DIRE,41.74
7329,old chicken,viper,6,1,7,73,514,451,2110262306,Dire,DIRE,41.74
7330,kaka,witch_doctor,3,2,10,12,275,250,2110262306,Dire,DIRE,41.74
7331,eLeVeN,batrider,1,11,17,164,308,343,2110015348,Radiant,DIRE,-54.1
7332,LaNm,visage,6,6,11,75,261,258,2110015348,Radiant,DIRE,-54.1
7333,Cty,antimage,10,3,8,787,804,529,2110015348,Radiant,DIRE,-54.1
7334,old chicken,death_prophet,7,5,14,289,399,431,2110015348,Radiant,DIRE,-54.1
7335,kaka,vengefulspirit,1,10,13,59,202,222,2110015348,Radiant,DIRE,-54.1
7336,rOtK,dark_seer,2,7,22,239,367,403,2110015348,Dire,DIRE,54.1
7337,Maybe,gyrocopter,14,5,11,311,487,466,2110015348,Dire,DIRE,54.1
7338,DDC,witch_doctor,3,5,17,64,256,295,2110015348,Dire,DIRE,54.1
7339,Sylar,terrorblade,13,3,11,511,655,485,2110015348,Dire,DIRE,54.1
7340,MMY,rubick,3,6,20,68,253,282,2110015348,Dire,DIRE,54.1
7341,Puppey,dazzle,3,8,7,35,227,258,2109974422,Radiant,RADIANT,48.17
7342,MiSeRY,dark_seer,2,3,12,301,454,485,2109974422,Radiant,RADIANT,48.17
7343,Eternal Envy,terrorblade,12,1,7,395,670,564,2109974422,Radiant,RADIANT,48.17
7344,w33,earth_spirit,9,4,13,137,403,464,2109974422,Radiant,RADIANT,48.17
7345,PieLieDie,vengefulspirit,2,4,16,56,270,351,2109974422,Radiant,RADIANT,48.17
7346,swindlemelonzz,faceless_void,2,5,4,214,340,426,2109974422,Dire,RADIANT,-48.17
7347,Limmp,lina,3,7,8,297,433,467,2109974422,Dire,RADIANT,-48.17
7348,Chessie 2,invoker,8,3,6,272,499,458,2109974422,Dire,RADIANT,-48.17
7349,Zfreek,tusk,5,5,9,85,263,295,2109974422,Dire,RADIANT,-48.17
7350,Handsken,visage,2,9,9,105,249,224,2109974422,Dire,RADIANT,-48.17
7351,Puppey,night_stalker,0,3,11,143,264,310,2109842031,Radiant,DIRE,-48.22
7352,MiSeRY,lone_druid,1,3,12,458,549,510,2109842031,Radiant,DIRE,-48.22
7353,Eternal Envy,spectre,14,3,6,413,491,473,2109842031,Radiant,DIRE,-48.22
7354,w33,batrider,5,5,13,183,311,339,2109842031,Radiant,DIRE,-48.22
7355,PieLieDie,rubick,0,9,12,74,196,215,2109842031,Radiant,DIRE,-48.22
7356,rOtK,dark_seer,0,7,9,239,356,306,2109842031,Dire,DIRE,48.22
7357,Maybe,razor,3,0,18,384,584,563,2109842031,Dire,DIRE,48.22
7358,Sylar,morphling,16,2,4,436,681,558,2109842031,Dire,DIRE,48.22
7359,DDC,witch_doctor,1,4,12,55,248,279,2109842031,Dire,DIRE,48.22
7360,MMY,lion,3,7,9,49,247,272,2109842031,Dire,DIRE,48.22
7361,ppd,lion,2,7,7,37,283,224,2109840528,Radiant,RADIANT,53.81
7362,Sumail,invoker,6,3,11,248,645,567,2109840528,Radiant,RADIANT,53.81
7363,Universe,dark_seer,3,0,9,194,486,464,2109840528,Radiant,RADIANT,53.81
7364,Fear,earth_spirit,4,2,12,38,335,309,2109840528,Radiant,RADIANT,53.81
7365,Arteezy,lycan,6,5,5,234,579,508,2109840528,Radiant,RADIANT,53.81
7366,le,ancient_apparition,2,7,2,37,215,200,2109840528,Dire,RADIANT,-53.81
7367,Hao,morphling,4,1,6,299,554,558,2109840528,Dire,RADIANT,-53.81
7368,CapXiao2Lei,night_stalker,2,5,7,135,325,403,2109840528,Dire,RADIANT,-53.81
7369,ChuaN,rubick,1,4,12,54,261,254,2109840528,Dire,RADIANT,-53.81
7370,Mu,tiny,8,5,5,218,478,482,2109840528,Dire,RADIANT,-53.81
7371,eLeVeN,tidehunter,3,5,16,177,456,582,2109829139,Radiant,RADIANT,40.07
7372,LaNm,legion_commander,6,5,14,100,391,450,2109829139,Radiant,RADIANT,40.07
7373,Cty,slark,13,4,13,234,620,701,2109829139,Radiant,RADIANT,40.07
7374,old chicken,lina,9,6,13,178,486,456,2109829139,Radiant,RADIANT,40.07
7375,kaka,earth_spirit,7,5,21,48,362,414,2109829139,Radiant,RADIANT,40.07
7376,swindlemelonzz,beastmaster,8,7,11,189,434,567,2109829139,Dire,RADIANT,-40.07
7377,Limmp,sven,6,7,10,179,420,552,2109829139,Dire,RADIANT,-40.07
7378,Handsken,chen,6,10,13,68,230,176,2109829139,Dire,RADIANT,-40.07
7379,Zfreek,mirana,0,7,13,60,244,284,2109829139,Dire,RADIANT,-40.07
7380,Chessie 2,invoker,5,9,10,134,366,335,2109829139,Dire,RADIANT,-40.07
7381,le,earth_spirit,2,5,4,6,228,195,2109725036,Radiant,DIRE,-28.69
7382,CapXiao2Lei,dark_seer,2,3,2,48,289,243,2109725036,Radiant,DIRE,-28.69
7383,Hao,lycan,0,4,3,57,307,281,2109725036,Radiant,DIRE,-28.69
7384,Mu,obsidian_destroyer,0,4,3,46,279,271,2109725036,Radiant,DIRE,-28.69
7385,ChuaN,disruptor,3,1,3,11,253,188,2109725036,Radiant,DIRE,-28.69
7386,Simbaaa,vengefulspirit,1,0,12,16,351,360,2109725036,Dire,DIRE,28.69
7387,Cr1t,chen,2,0,3,52,391,300,2109725036,Dire,DIRE,28.69
7388,Miracle 2,templar_assassin,4,0,3,79,609,522,2109725036,Dire,DIRE,28.69
7389,MoonMeander,nyx_assassin,3,4,4,51,466,436,2109725036,Dire,DIRE,28.69
7390,N0tail,gyrocopter,7,3,6,64,526,404,2109725036,Dire,DIRE,28.69
7391,ppd,witch_doctor,4,7,8,33,238,237,2109724816,Radiant,DIRE,-28.51
7392,Sumail,puck,5,6,6,171,393,464,2109724816,Radiant,DIRE,-28.51
7393,Universe,lone_druid,0,4,6,183,395,416,2109724816,Radiant,DIRE,-28.51
7394,Fear,night_stalker,1,5,5,97,285,348,2109724816,Radiant,DIRE,-28.51
7395,Arteezy,gyrocopter,4,7,6,243,441,480,2109724816,Radiant,DIRE,-28.51
7396,fy,lion,2,2,12,39,266,299,2109724816,Dire,DIRE,28.51
7397,Fenrir,earth_spirit,5,4,9,42,329,329,2109724816,Dire,DIRE,28.51
7398,iceiceice,tidehunter,3,2,13,150,453,527,2109724816,Dire,DIRE,28.51
7399,Super,obsidian_destroyer,12,3,11,143,526,580,2109724816,Dire,DIRE,28.51
7400,BurNIng,vengefulspirit,6,3,13,184,500,497,2109724816,Dire,DIRE,28.51
7401,Puppey,disruptor,2,7,20,30,257,272,2109708585,Radiant,RADIANT,65.28
7402,MiSeRY,lone_druid,12,3,13,266,680,705,2109708585,Radiant,RADIANT,65.28
7403,Eternal Envy,spectre,14,1,16,219,593,666,2109708585,Radiant,RADIANT,65.28
7404,w33,earth_spirit,6,4,20,93,406,457,2109708585,Radiant,RADIANT,65.28
7405,PieLieDie,rubick,2,4,23,37,280,337,2109708585,Radiant,RADIANT,65.28
7406,swindlemelonzz,dark_seer,2,7,9,246,432,390,2109708585,Dire,RADIANT,-65.28
7407,Limmp,obsidian_destroyer,4,6,7,141,387,468,2109708585,Dire,RADIANT,-65.28
7408,Chessie 2,lycan,5,8,10,203,462,451,2109708585,Dire,RADIANT,-65.28
7409,Zfreek,spirit_breaker,2,6,12,36,236,277,2109708585,Dire,RADIANT,-65.28
7410,Handsken,oracle,5,10,4,14,230,189,2109708585,Dire,RADIANT,-65.28
7411,eLeVeN,batrider,3,2,21,95,393,430,2109702182,Radiant,RADIANT,8.11
7412,LaNm,lion,7,2,13,62,425,454,2109702182,Radiant,RADIANT,8.11
7413,kaka,wisp,4,3,18,13,321,328,2109702182,Radiant,RADIANT,8.11
7414,old chicken,death_prophet,5,3,8,174,537,506,2109702182,Radiant,RADIANT,8.11
7415,Cty,razor,10,2,10,276,822,733,2109702182,Radiant,RADIANT,8.11
7416,Jay,sven,3,8,4,200,471,449,2109702182,Dire,RADIANT,-8.11
7417,ryOyr,lone_druid,1,4,5,149,419,360,2109702182,Dire,RADIANT,-8.11
7418,JessieVash,night_stalker,3,4,7,63,277,272,2109702182,Dire,RADIANT,-8.11
7419,Kuku,puck,3,7,8,142,389,452,2109702182,Dire,RADIANT,-8.11
7420,Julz,witch_doctor,2,7,5,49,275,274,2109702182,Dire,RADIANT,-8.11
7421,fy,witch_doctor,2,1,19,37,268,319,2109664389,Radiant,RADIANT,38.25
7422,Fenrir,spirit_breaker,2,5,16,69,310,335,2109664389,Radiant,RADIANT,38.25
7423,iceiceice,dark_seer,9,3,18,158,462,449,2109664389,Radiant,RADIANT,38.25
7424,Super,death_prophet,12,4,10,151,461,482,2109664389,Radiant,RADIANT,38.25
7425,BurNIng,slark,8,3,11,201,526,586,2109664389,Radiant,RADIANT,38.25
7426,ppd,dazzle,1,9,6,19,216,209,2109664389,Dire,RADIANT,-38.25
7427,Sumail,invoker,5,5,7,218,511,539,2109664389,Dire,RADIANT,-38.25
7428,Universe,slardar,3,6,7,100,333,320,2109664389,Dire,RADIANT,-38.25
7429,Fear,disruptor,3,7,8,20,213,217,2109664389,Dire,RADIANT,-38.25
7430,Arteezy,lone_druid,1,6,5,219,455,413,2109664389,Dire,RADIANT,-38.25
7431,le,skywrath_mage,2,4,9,20,205,224,2109659438,Radiant,DIRE,-38.54
7432,Hao,gyrocopter,6,6,6,312,510,459,2109659438,Radiant,DIRE,-38.54
7433,Mu,death_prophet,9,6,7,158,372,382,2109659438,Radiant,DIRE,-38.54
7434,CapXiao2Lei,faceless_void,0,2,7,129,284,341,2109659438,Radiant,DIRE,-38.54
7435,ChuaN,shadow_shaman,2,6,10,136,308,271,2109659438,Radiant,DIRE,-38.54
7436,Simbaaa,dazzle,1,6,3,75,259,250,2109659438,Dire,DIRE,38.54
7437,Cr1t,wisp,2,5,11,14,232,297,2109659438,Dire,DIRE,38.54
7438,Miracle 2,razor,9,4,8,367,621,661,2109659438,Dire,DIRE,38.54
7439,MoonMeander,batrider,0,3,12,196,353,367,2109659438,Dire,DIRE,38.54
7440,N0tail,tiny,12,1,9,365,653,598,2109659438,Dire,DIRE,38.54
7441,Puppey,dazzle,0,7,5,97,228,195,2109652802,Radiant,DIRE,-48.05
7442,MiSeRY,rattletrap,1,4,5,125,259,237,2109652802,Radiant,DIRE,-48.05
7443,Eternal Envy,ember_spirit,1,7,1,243,438,471,2109652802,Radiant,DIRE,-48.05
7444,w33,invoker,2,4,2,216,472,400,2109652802,Radiant,DIRE,-48.05
7445,PieLieDie,bane,3,5,2,30,181,166,2109652802,Radiant,DIRE,-48.05
7446,swindlemelonzz,slardar,5,0,14,182,464,500,2109652802,Dire,DIRE,48.05
7447,Limmp,lina,13,3,7,206,521,511,2109652802,Dire,DIRE,48.05
7448,Chessie 2,lone_druid,2,1,8,323,631,671,2109652802,Dire,DIRE,48.05
7449,Zfreek,earth_spirit,4,3,9,47,276,328,2109652802,Dire,DIRE,48.05
7450,Handsken,lich,2,1,11,18,242,299,2109652802,Dire,DIRE,48.05
7451,Jay,batrider,1,3,2,119,324,334,2109649818,Radiant,DIRE,-8.91
7452,ryOyr,viper,3,5,4,124,398,374,2109649818,Radiant,DIRE,-8.91
7453,JessieVash,tusk,2,4,3,20,195,190,2109649818,Radiant,DIRE,-8.91
7454,Julz,bane,1,3,2,21,179,229,2109649818,Radiant,DIRE,-8.91
7455,Kuku,spectre,1,5,0,111,306,297,2109649818,Radiant,DIRE,-8.91
7456,eLeVeN,lone_druid,3,1,6,162,598,457,2109649818,Dire,DIRE,8.91
7457,LaNm,abaddon,1,0,8,61,369,316,2109649818,Dire,DIRE,8.91
7458,Cty,ursa,3,1,4,136,520,480,2109649818,Dire,DIRE,8.91
7459,old chicken,invoker,7,5,3,92,518,380,2109649818,Dire,DIRE,8.91
7460,kaka,earth_spirit,4,1,14,22,392,401,2109649818,Dire,DIRE,8.91
7461,TpoH 2,gyrocopter,6,9,5,338,603,632,2109084419,Radiant,DIRE,-10.87
7462,sunsvet,zuus,5,9,10,162,377,447,2109084419,Radiant,DIRE,-10.87
7463,F.,oracle,2,11,4,26,188,173,2109084419,Radiant,DIRE,-10.87
7464,Aware  RodjER,ancient_apparition,1,10,6,33,169,145,2109084419,Radiant,DIRE,-10.87
7465,Flow,legion_commander,3,5,8,179,389,473,2109084419,Radiant,DIRE,-10.87
7466,Solo,earth_spirit,1,5,14,66,311,412,2109084419,Dire,DIRE,10.87
7467,Cema,jakiro,2,3,14,110,342,378,2109084419,Dire,DIRE,10.87
7468,Noone,death_prophet,13,4,13,254,593,621,2109084419,Dire,DIRE,10.87
7469,Mag,tidehunter,5,2,19,201,484,625,2109084419,Dire,DIRE,10.87
7470,9pashaebashu,spectre,23,3,16,305,689,758,2109084419,Dire,DIRE,10.87
7471,Solo,brewmaster,3,7,12,139,356,507,2108944190,Radiant,RADIANT,21.36
7472,Cema,vengefulspirit,1,9,13,67,293,358,2108944190,Radiant,RADIANT,21.36
7473,Noone,invoker,22,4,10,353,723,647,2108944190,Radiant,RADIANT,21.36
7474,Mag,furion,4,13,16,396,598,435,2108944190,Radiant,RADIANT,21.36
7475,9pashaebashu,drow_ranger,5,5,7,328,573,593,2108944190,Radiant,RADIANT,21.36
7476,ArsZeeqq 2,oracle,7,6,10,125,308,353,2108944190,Dire,RADIANT,-21.36
7477,BzzIsPerfect,zuus,6,10,16,307,436,571,2108944190,Dire,RADIANT,-21.36
7478,yol,earth_spirit,4,10,18,77,256,349,2108944190,Dire,RADIANT,-21.36
7479,Sedoy,sven,15,2,6,544,712,649,2108944190,Dire,RADIANT,-21.36
7480,Ghostik,legion_commander,6,7,9,217,404,541,2108944190,Dire,RADIANT,-21.36
7481,ppd,chen,2,9,4,135,233,184,2108797408,Radiant,DIRE,-64.19
7482,Sumail,batrider,5,9,4,171,344,347,2108797408,Radiant,DIRE,-64.19
7483,Universe,furion,1,3,6,575,607,459,2108797408,Radiant,DIRE,-64.19
7484,Fear,vengefulspirit,0,14,6,46,172,173,2108797408,Radiant,DIRE,-64.19
7485,Arteezy,sven,4,10,5,385,532,597,2108797408,Radiant,DIRE,-64.19
7486,le,earth_spirit,4,5,18,95,302,381,2108797408,Dire,DIRE,64.19
7487,ChuaN,zuus,11,1,25,242,448,565,2108797408,Dire,DIRE,64.19
7488,Hao,obsidian_destroyer,17,3,15,559,701,618,2108797408,Dire,DIRE,64.19
7489,CapXiao2Lei,night_stalker,2,3,22,147,361,523,2108797408,Dire,DIRE,64.19
7490,Mu,bristleback,11,1,16,497,692,609,2108797408,Dire,DIRE,64.19
7491,Puppey,bane,3,5,12,35,333,288,2108681521,Radiant,RADIANT,13.13
